complaint_id,complaint_timestamp,purchase_date,purchase_time,venue_id,venue_name,venue_type,anonymised_complaint_text,symptoms,symptom_onset_hours,food_item,meal_type,inspection_date,inspection_score,inspection_status,previous_violation,location_zone,vulnerable_area_flag,duplicate_group_id,ground_truth_cluster_id
CMP-14366,2026-07-23 22:17:58,2026-07-23,16:03:23,VEN-044,Neighborhood Eatery 44,Food Stand,Felt unwell after having Steak Bowl at Neighborhood Eatery 44. Minor stomach discomfort.,Diarrhea,7.2,Cheese Burger,Breakfast,2026-06-01,94.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-2 South,1,NONE,NOISE
CMP-14367,2026-08-29 23:02:28,2026-08-29,03:55:39,VEN-001,Golden Spice Biryani House,Restaurant,Felt unwell after having Falafel Wrap at Golden Spice Biryani House. Minor stomach discomfort.,"Diarrhea, Vomiting",10.1,Club Sandwich,Snack,2026-06-01,62.0,FAIL,Improper Refrigeration Temp,Zone-1 North,1,NONE,NOISE
CMP-14368,2026-08-15 23:29:20,2026-08-14,12:08:01,VEN-024,Neighborhood Eatery 24,Cafe,Felt unwell after having Fried Rice at Neighborhood Eatery 24. Minor stomach discomfort.,"Fatigue, Vomiting, Headache",3.8,Cheese Burger,Dinner,2026-06-01,90.0,PASS,Storage Labels Missing,Zone-1 North,1,NONE,NOISE
CMP-14369,2026-07-27 15:37:26,2026-07-27,12:39:26,VEN-001,Golden Spice Biryani House,Restaurant,Felt unwell after having Grilled Chicken Salad at Golden Spice Biryani House. Minor stomach discomfort.,Vomiting,3.2,Pasta Alfredo,Snack,2026-06-01,62.0,FAIL,Improper Refrigeration Temp,Zone-1 North,1,NONE,NOISE
CMP-14370,2026-08-12 14:38:17,2026-08-11,04:18:05,VEN-049,Neighborhood Eatery 49,Restaurant,Felt unwell after having Club Sandwich at Neighborhood Eatery 49. Minor stomach discomfort.,Dizziness,20.4,Sushi Roll,Dinner,2026-06-01,98.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-14371,2026-08-22 05:11:50,2026-08-21,17:05:23,VEN-015,Neighborhood Eatery 15,Grocery,Felt unwell after having Cheese Burger at Neighborhood Eatery 15. Minor stomach discomfort.,"Vomiting, Dizziness",21.3,Pasta Alfredo,Lunch,2026-06-01,84.0,CONDITIONAL_PASS,Minor Sanitation,Zone-4 Harbor,0,NONE,NOISE
CMP-14372,2026-08-07 01:39:15,2026-08-05,15:01:28,VEN-035,Neighborhood Eatery 35,Restaurant,Felt unwell after having Veggie Pizza at Neighborhood Eatery 35. Minor stomach discomfort.,"Dizziness, Stomachache, Diarrhea",6.5,Fried Rice,Snack,2026-06-01,94.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,0,NONE,NOISE
CMP-14373,2026-07-22 11:40:34,2026-07-22,04:32:41,VEN-008,Pizzeria Roma,Restaurant,Felt unwell after having Cheese Burger at Pizzeria Roma. Minor stomach discomfort.,"Dizziness, Nausea",10.7,Cheese Burger,Lunch,2026-06-01,85.0,PASS,None,Zone-1 North,0,NONE,NOISE
CMP-14374,2026-08-21 15:14:09,2026-08-20,21:58:46,VEN-028,Neighborhood Eatery 28,Grocery,Felt unwell after having Cheese Burger at Neighborhood Eatery 28. Minor stomach discomfort.,"Stomachache, Nausea",12.1,Fried Rice,Snack,2026-06-01,90.0,PASS,Minor Sanitation,Zone-3 Central,0,NONE,NOISE
CMP-14375,2026-08-07 12:50:20,2026-08-07,06:03:32,VEN-029,Neighborhood Eatery 29,Food Stand,Felt unwell after having Fried Rice at Neighborhood Eatery 29. Minor stomach discomfort.,"Dizziness, Vomiting",2.7,Fried Rice,Snack,2026-06-01,74.0,PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-14376,2026-07-04 17:10:57,2026-07-03,10:51:06,VEN-044,Neighborhood Eatery 44,Food Stand,Felt unwell after having Veggie Pizza at Neighborhood Eatery 44. Minor stomach discomfort.,Headache,15.3,Ice Cream,Lunch,2026-06-01,94.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-2 South,1,NONE,NOISE
CMP-14377,2026-08-01 20:54:33,2026-07-31,18:01:14,VEN-002,Oceanic Seafood Buffet,Buffet,Felt unwell after having Pasta Alfredo at Oceanic Seafood Buffet. Minor stomach discomfort.,"Fatigue, Vomiting, Diarrhea",13.9,Ice Cream,Lunch,2026-06-01,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,NOISE
CMP-14378,2026-08-17 10:47:28,2026-08-16,04:11:31,VEN-017,Neighborhood Eatery 17,Bakery,Felt unwell after having Ice Cream at Neighborhood Eatery 17. Minor stomach discomfort.,"Dizziness, Diarrhea, Fever",11.5,Grilled Chicken Salad,Snack,2026-06-01,73.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-14379,2026-08-25 18:09:24,2026-08-24,08:08:22,VEN-017,Neighborhood Eatery 17,Bakery,Felt unwell after having Cheese Burger at Neighborhood Eatery 17. Minor stomach discomfort.,Fatigue,3.4,Steak Bowl,Dinner,2026-06-01,73.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-14380,2026-08-19 18:52:03,2026-08-19,00:32:26,VEN-032,Neighborhood Eatery 32,Food Stand,Felt unwell after having Veggie Pizza at Neighborhood Eatery 32. Minor stomach discomfort.,Vomiting,10.5,Grilled Chicken Salad,Breakfast,2026-06-01,97.0,PASS,None,Zone-1 North,0,NONE,NOISE
CMP-14381,2026-08-20 19:58:55,2026-08-19,06:48:18,VEN-005,Sunshine Senior Care Diner,Cafeteria,Felt unwell after having Ice Cream at Sunshine Senior Care Diner. Minor stomach discomfort.,Diarrhea,2.4,Grilled Chicken Salad,Lunch,2026-06-01,65.0,CONDITIONAL_PASS,Hot Holding Below 135F,Zone-5 East,1,NONE,NOISE
CMP-14382,2026-08-15 21:06:18,2026-08-13,23:56:52,VEN-019,Neighborhood Eatery 19,Food Stand,Felt unwell after having Club Sandwich at Neighborhood Eatery 19. Minor stomach discomfort.,Vomiting,11.9,Sushi Roll,Dinner,2026-06-01,82.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-14383,2026-08-05 01:51:24,2026-08-04,16:08:38,VEN-004,Metro Fresh Catering,Caterer,Felt unwell after having Fish Tacos at Metro Fresh Catering. Minor stomach discomfort.,"Stomachache, Headache, Diarrhea",11.0,Fish Tacos,Snack,2026-06-01,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,NOISE
CMP-14384,2026-07-06 16:53:11,2026-07-04,22:18:54,VEN-035,Neighborhood Eatery 35,Restaurant,Felt unwell after having Fried Rice at Neighborhood Eatery 35. Minor stomach discomfort.,Fever,4.3,Veggie Pizza,Lunch,2026-06-01,94.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,0,NONE,NOISE
CMP-14385,2026-08-19 13:34:28,2026-08-19,10:21:47,VEN-025,Neighborhood Eatery 25,Bakery,Felt unwell after having Falafel Wrap at Neighborhood Eatery 25. Minor stomach discomfort.,"Nausea, Headache, Vomiting",18.1,Pasta Alfredo,Dinner,2026-06-01,82.0,PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-14386,2026-08-17 05:09:29,2026-08-16,02:01:37,VEN-004,Metro Fresh Catering,Caterer,Felt unwell after having Steak Bowl at Metro Fresh Catering. Minor stomach discomfort.,Vomiting,15.6,Grilled Chicken Salad,Snack,2026-06-01,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,NOISE
CMP-14387,2026-08-04 07:18:24,2026-08-02,13:29:59,VEN-036,Neighborhood Eatery 36,Restaurant,Felt unwell after having Club Sandwich at Neighborhood Eatery 36. Minor stomach discomfort.,Headache,11.5,Ice Cream,Breakfast,2026-06-01,75.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-14388,2026-08-08 14:16:54,2026-08-07,16:41:17,VEN-002,Oceanic Seafood Buffet,Buffet,Felt unwell after having Club Sandwich at Oceanic Seafood Buffet. Minor stomach discomfort.,Dizziness,20.2,Ice Cream,Breakfast,2026-06-01,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,NOISE
CMP-14389,2026-07-19 21:53:25,2026-07-18,02:39:08,VEN-019,Neighborhood Eatery 19,Food Stand,Felt unwell after having Sushi Roll at Neighborhood Eatery 19. Minor stomach discomfort.,"Dizziness, Nausea, Fatigue",12.5,Falafel Wrap,Lunch,2026-06-01,82.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-14390,2026-07-19 00:02:56,2026-07-18,03:13:28,VEN-039,Neighborhood Eatery 39,Bakery,Felt unwell after having Falafel Wrap at Neighborhood Eatery 39. Minor stomach discomfort.,Nausea,9.5,Ice Cream,Dinner,2026-06-01,70.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,1,NONE,NOISE
CMP-14391,2026-07-11 13:07:31,2026-07-11,10:35:21,VEN-036,Neighborhood Eatery 36,Restaurant,Felt unwell after having Fried Rice at Neighborhood Eatery 36. Minor stomach discomfort.,"Fatigue, Vomiting, Fever",17.1,Steak Bowl,Snack,2026-06-01,75.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-14392,2026-07-18 10:22:38,2026-07-17,21:46:32,VEN-012,Neighborhood Eatery 12,Bakery,Felt unwell after having Fish Tacos at Neighborhood Eatery 12. Minor stomach discomfort.,Fever,3.4,Ice Cream,Snack,2026-06-01,93.0,CONDITIONAL_PASS,None,Zone-1 North,1,NONE,NOISE
CMP-14393,2026-07-28 18:17:34,2026-07-27,12:17:07,VEN-006,Downtown Taco Express,Food Truck,Felt unwell after having Grilled Chicken Salad at Downtown Taco Express. Minor stomach discomfort.,Diarrhea,15.4,Club Sandwich,Snack,2026-06-01,88.0,PASS,None,Zone-2 South,0,NONE,NOISE
CMP-14394,2026-07-18 03:08:50,2026-07-16,21:05:10,VEN-027,Neighborhood Eatery 27,Restaurant,Felt unwell after having Fried Rice at Neighborhood Eatery 27. Minor stomach discomfort.,"Vomiting, Stomachache",23.9,Veggie Pizza,Breakfast,2026-06-01,78.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-14395,2026-07-02 19:05:35,2026-07-01,03:50:31,VEN-006,Downtown Taco Express,Food Truck,Felt unwell after having Fish Tacos at Downtown Taco Express. Minor stomach discomfort.,Diarrhea,22.5,Grilled Chicken Salad,Lunch,2026-06-01,88.0,PASS,None,Zone-2 South,0,NONE,NOISE
CMP-14396,2026-08-25 23:31:39,2026-08-24,10:34:37,VEN-029,Neighborhood Eatery 29,Food Stand,Felt unwell after having Cheese Burger at Neighborhood Eatery 29. Minor stomach discomfort.,"Fever, Diarrhea, Headache",20.7,Grilled Chicken Salad,Snack,2026-06-01,74.0,PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-14397,2026-07-12 06:55:29,2026-07-10,18:43:19,VEN-033,Neighborhood Eatery 33,Bakery,Felt unwell after having Steak Bowl at Neighborhood Eatery 33. Minor stomach discomfort.,"Vomiting, Fever",8.1,Ice Cream,Lunch,2026-06-01,72.0,PASS,Minor Sanitation,Zone-4 Harbor,1,NONE,NOISE
CMP-14398,2026-07-16 10:18:22,2026-07-16,02:54:55,VEN-006,Downtown Taco Express,Food Truck,Felt unwell after having Steak Bowl at Downtown Taco Express. Minor stomach discomfort.,"Fever, Vomiting, Dizziness",15.2,Veggie Pizza,Dinner,2026-06-01,88.0,PASS,None,Zone-2 South,0,NONE,NOISE
CMP-14399,2026-07-14 12:32:03,2026-07-12,17:27:36,VEN-007,Green Leaf Salad Bar,Restaurant,Felt unwell after having Steak Bowl at Green Leaf Salad Bar. Minor stomach discomfort.,Headache,21.9,Fish Tacos,Snack,2026-06-01,92.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-14400,2026-07-02 22:14:45,2026-07-01,16:11:43,VEN-024,Neighborhood Eatery 24,Cafe,Felt unwell after having Fish Tacos at Neighborhood Eatery 24. Minor stomach discomfort.,Fatigue,9.0,Grilled Chicken Salad,Dinner,2026-06-01,90.0,PASS,Storage Labels Missing,Zone-1 North,1,NONE,NOISE
CMP-14401,2026-08-11 22:28:23,2026-08-11,13:42:05,VEN-010,Grand Palace Hotel Kitchen,Hotel Kitchen,Felt unwell after having Fish Tacos at Grand Palace Hotel Kitchen. Minor stomach discomfort.,"Headache, Nausea",18.3,Fried Rice,Dinner,2026-06-01,95.0,PASS,None,Zone-4 Harbor,0,NONE,NOISE
CMP-14402,2026-07-30 20:42:12,2026-07-29,22:48:38,VEN-048,Neighborhood Eatery 48,Grocery,Felt unwell after having Sushi Roll at Neighborhood Eatery 48. Minor stomach discomfort.,Nausea,12.8,Fish Tacos,Dinner,2026-06-01,72.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-14403,2026-07-02 18:45:42,2026-07-01,01:21:14,VEN-002,Oceanic Seafood Buffet,Buffet,Felt unwell after having Steak Bowl at Oceanic Seafood Buffet. Minor stomach discomfort.,"Nausea, Headache",19.2,Grilled Chicken Salad,Dinner,2026-06-01,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,NOISE
CMP-14404,2026-07-30 13:31:19,2026-07-30,04:11:50,VEN-003,Central Mayo Deli & Cafe,Deli,Felt unwell after having Sushi Roll at Central Mayo Deli & Cafe. Minor stomach discomfort.,Fever,18.2,Ice Cream,Snack,2026-06-01,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,NOISE
CMP-14405,2026-07-12 07:18:36,2026-07-10,19:36:47,VEN-048,Neighborhood Eatery 48,Grocery,Felt unwell after having Falafel Wrap at Neighborhood Eatery 48. Minor stomach discomfort.,Dizziness,21.3,Grilled Chicken Salad,Dinner,2026-06-01,72.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-14406,2026-08-28 03:53:20,2026-08-27,08:23:04,VEN-033,Neighborhood Eatery 33,Bakery,Felt unwell after having Ice Cream at Neighborhood Eatery 33. Minor stomach discomfort.,Fever,9.7,Grilled Chicken Salad,Lunch,2026-06-01,72.0,PASS,Minor Sanitation,Zone-4 Harbor,1,NONE,NOISE
CMP-14407,2026-07-10 03:39:37,2026-07-08,17:09:02,VEN-027,Neighborhood Eatery 27,Restaurant,Felt unwell after having Veggie Pizza at Neighborhood Eatery 27. Minor stomach discomfort.,"Fatigue, Headache",20.7,Veggie Pizza,Breakfast,2026-06-01,78.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-14408,2026-07-13 08:19:40,2026-07-11,11:02:09,VEN-024,Neighborhood Eatery 24,Cafe,Felt unwell after having Cheese Burger at Neighborhood Eatery 24. Minor stomach discomfort.,Diarrhea,18.9,Pasta Alfredo,Snack,2026-06-01,90.0,PASS,Storage Labels Missing,Zone-1 North,1,NONE,NOISE
CMP-14409,2026-08-26 13:59:18,2026-08-24,20:50:02,VEN-031,Neighborhood Eatery 31,Grocery,Felt unwell after having Ice Cream at Neighborhood Eatery 31. Minor stomach discomfort.,"Dizziness, Stomachache, Fever",12.7,Fish Tacos,Snack,2026-06-01,77.0,PASS,Storage Labels Missing,Zone-4 Harbor,0,NONE,NOISE
CMP-14410,2026-08-06 01:50:45,2026-08-04,23:41:43,VEN-038,Neighborhood Eatery 38,Cafe,Felt unwell after having Steak Bowl at Neighborhood Eatery 38. Minor stomach discomfort.,Headache,13.9,Fried Rice,Breakfast,2026-06-01,76.0,PASS,Minor Sanitation,Zone-5 East,1,NONE,NOISE
CMP-14411,2026-08-13 06:07:40,2026-08-11,16:24:14,VEN-012,Neighborhood Eatery 12,Bakery,Felt unwell after having Club Sandwich at Neighborhood Eatery 12. Minor stomach discomfort.,"Dizziness, Fatigue, Headache",12.0,Steak Bowl,Lunch,2026-06-01,93.0,CONDITIONAL_PASS,None,Zone-1 North,1,NONE,NOISE
CMP-14412,2026-08-09 20:02:17,2026-08-09,00:08:52,VEN-049,Neighborhood Eatery 49,Restaurant,Felt unwell after having Pasta Alfredo at Neighborhood Eatery 49. Minor stomach discomfort.,"Stomachache, Fatigue",15.8,Sushi Roll,Lunch,2026-06-01,98.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-14413,2026-07-11 01:35:45,2026-07-09,07:15:51,VEN-011,Neighborhood Eatery 11,Restaurant,Felt unwell after having Fish Tacos at Neighborhood Eatery 11. Minor stomach discomfort.,"Dizziness, Fatigue",7.6,Pasta Alfredo,Lunch,2026-06-01,78.0,PASS,None,Zone-1 North,1,NONE,NOISE
CMP-14414,2026-08-05 00:19:49,2026-08-04,16:43:02,VEN-038,Neighborhood Eatery 38,Cafe,Felt unwell after having Ice Cream at Neighborhood Eatery 38. Minor stomach discomfort.,Fatigue,3.7,Club Sandwich,Snack,2026-06-01,76.0,PASS,Minor Sanitation,Zone-5 East,1,NONE,NOISE
CMP-14415,2026-08-25 17:10:23,2026-08-24,11:54:45,VEN-003,Central Mayo Deli & Cafe,Deli,Felt unwell after having Club Sandwich at Central Mayo Deli & Cafe. Minor stomach discomfort.,Diarrhea,9.5,Cheese Burger,Snack,2026-06-01,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,NOISE
CMP-14416,2026-08-21 11:13:25,2026-08-20,00:05:00,VEN-043,Neighborhood Eatery 43,Food Stand,Felt unwell after having Fried Rice at Neighborhood Eatery 43. Minor stomach discomfort.,Stomachache,10.4,Fried Rice,Snack,2026-06-01,78.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-14417,2026-07-19 21:16:42,2026-07-18,19:57:48,VEN-001,Golden Spice Biryani House,Restaurant,Felt unwell after having Falafel Wrap at Golden Spice Biryani House. Minor stomach discomfort.,Nausea,7.4,Club Sandwich,Lunch,2026-06-01,62.0,FAIL,Improper Refrigeration Temp,Zone-1 North,1,NONE,NOISE
CMP-14418,2026-07-02 10:59:26,2026-07-01,17:40:12,VEN-041,Neighborhood Eatery 41,Restaurant,Felt unwell after having Club Sandwich at Neighborhood Eatery 41. Minor stomach discomfort.,"Headache, Fatigue",15.8,Club Sandwich,Snack,2026-06-01,72.0,PASS,Storage Labels Missing,Zone-2 South,1,NONE,NOISE
CMP-14419,2026-07-19 11:28:58,2026-07-18,18:48:14,VEN-040,Neighborhood Eatery 40,Food Stand,Felt unwell after having Ice Cream at Neighborhood Eatery 40. Minor stomach discomfort.,"Nausea, Fever, Diarrhea",21.6,Ice Cream,Snack,2026-06-01,81.0,PASS,None,Zone-1 North,0,NONE,NOISE
CMP-14420,2026-07-03 06:21:40,2026-07-01,11:40:44,VEN-049,Neighborhood Eatery 49,Restaurant,Felt unwell after having Cheese Burger at Neighborhood Eatery 49. Minor stomach discomfort.,"Stomachache, Headache",15.1,Grilled Chicken Salad,Lunch,2026-06-01,98.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-14421,2026-07-25 14:14:00,2026-07-23,15:27:58,VEN-046,Neighborhood Eatery 46,Food Stand,Felt unwell after having Ice Cream at Neighborhood Eatery 46. Minor stomach discomfort.,Fever,23.6,Club Sandwich,Dinner,2026-06-01,73.0,PASS,None,Zone-5 East,0,NONE,NOISE
CMP-14422,2026-08-17 12:41:02,2026-08-15,21:46:55,VEN-017,Neighborhood Eatery 17,Bakery,Felt unwell after having Falafel Wrap at Neighborhood Eatery 17. Minor stomach discomfort.,Stomachache,20.5,Grilled Chicken Salad,Snack,2026-06-01,73.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-14423,2026-08-13 23:27:26,2026-08-12,06:11:17,VEN-046,Neighborhood Eatery 46,Food Stand,Felt unwell after having Fish Tacos at Neighborhood Eatery 46. Minor stomach discomfort.,"Vomiting, Dizziness, Nausea",17.7,Veggie Pizza,Breakfast,2026-06-01,73.0,PASS,None,Zone-5 East,0,NONE,NOISE
CMP-14424,2026-07-16 04:49:56,2026-07-14,18:42:16,VEN-020,Neighborhood Eatery 20,Cafe,Felt unwell after having Cheese Burger at Neighborhood Eatery 20. Minor stomach discomfort.,"Fatigue, Diarrhea, Vomiting",9.2,Sushi Roll,Dinner,2026-06-01,88.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-14425,2026-07-08 11:44:57,2026-07-06,22:49:26,VEN-012,Neighborhood Eatery 12,Bakery,Felt unwell after having Cheese Burger at Neighborhood Eatery 12. Minor stomach discomfort.,Fatigue,8.1,Grilled Chicken Salad,Breakfast,2026-06-01,93.0,CONDITIONAL_PASS,None,Zone-1 North,1,NONE,NOISE
CMP-14426,2026-08-28 10:39:22,2026-08-28,03:50:07,VEN-046,Neighborhood Eatery 46,Food Stand,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 46. Minor stomach discomfort.,"Fever, Diarrhea",17.2,Pasta Alfredo,Snack,2026-06-01,73.0,PASS,None,Zone-5 East,0,NONE,NOISE
CMP-14427,2026-07-14 11:55:13,2026-07-14,00:08:41,VEN-001,Golden Spice Biryani House,Restaurant,Felt unwell after having Grilled Chicken Salad at Golden Spice Biryani House. Minor stomach discomfort.,Fatigue,13.6,Falafel Wrap,Breakfast,2026-06-01,62.0,FAIL,Improper Refrigeration Temp,Zone-1 North,1,NONE,NOISE
CMP-14428,2026-07-12 05:48:16,2026-07-11,21:20:20,VEN-020,Neighborhood Eatery 20,Cafe,Felt unwell after having Steak Bowl at Neighborhood Eatery 20. Minor stomach discomfort.,"Stomachache, Dizziness, Nausea",13.7,Fried Rice,Lunch,2026-06-01,88.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-14429,2026-07-26 05:28:14,2026-07-25,15:25:54,VEN-002,Oceanic Seafood Buffet,Buffet,Felt unwell after having Sushi Roll at Oceanic Seafood Buffet. Minor stomach discomfort.,"Headache, Dizziness",12.0,Sushi Roll,Breakfast,2026-06-01,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,NOISE
CMP-14430,2026-08-23 17:28:03,2026-08-22,13:01:37,VEN-036,Neighborhood Eatery 36,Restaurant,Felt unwell after having Fish Tacos at Neighborhood Eatery 36. Minor stomach discomfort.,Nausea,2.4,Veggie Pizza,Snack,2026-06-01,75.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-14431,2026-08-10 01:01:45,2026-08-09,08:07:55,VEN-039,Neighborhood Eatery 39,Bakery,Felt unwell after having Fish Tacos at Neighborhood Eatery 39. Minor stomach discomfort.,"Headache, Stomachache",6.3,Club Sandwich,Breakfast,2026-06-01,70.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,1,NONE,NOISE
CMP-14432,2026-07-14 16:50:40,2026-07-14,13:22:23,VEN-005,Sunshine Senior Care Diner,Cafeteria,Felt unwell after having Cheese Burger at Sunshine Senior Care Diner. Minor stomach discomfort.,"Stomachache, Dizziness, Diarrhea",8.9,Veggie Pizza,Dinner,2026-06-01,65.0,CONDITIONAL_PASS,Hot Holding Below 135F,Zone-5 East,1,NONE,NOISE
CMP-14433,2026-08-07 09:12:17,2026-08-05,22:47:49,VEN-025,Neighborhood Eatery 25,Bakery,Felt unwell after having Sushi Roll at Neighborhood Eatery 25. Minor stomach discomfort.,Fatigue,12.9,Falafel Wrap,Lunch,2026-06-01,82.0,PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-14434,2026-08-08 13:57:46,2026-08-08,09:43:44,VEN-003,Central Mayo Deli & Cafe,Deli,Felt unwell after having Fried Rice at Central Mayo Deli & Cafe. Minor stomach discomfort.,"Nausea, Vomiting, Fever",20.5,Fish Tacos,Dinner,2026-06-01,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,NOISE
CMP-14435,2026-07-15 23:58:15,2026-07-15,20:43:07,VEN-015,Neighborhood Eatery 15,Grocery,Felt unwell after having Sushi Roll at Neighborhood Eatery 15. Minor stomach discomfort.,"Headache, Vomiting, Stomachache",9.2,Veggie Pizza,Breakfast,2026-06-01,84.0,CONDITIONAL_PASS,Minor Sanitation,Zone-4 Harbor,0,NONE,NOISE
CMP-14436,2026-08-21 11:52:04,2026-08-20,16:29:10,VEN-020,Neighborhood Eatery 20,Cafe,Felt unwell after having Veggie Pizza at Neighborhood Eatery 20. Minor stomach discomfort.,"Vomiting, Nausea",21.3,Steak Bowl,Breakfast,2026-06-01,88.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-14437,2026-08-27 06:58:11,2026-08-26,18:47:18,VEN-047,Neighborhood Eatery 47,Restaurant,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 47. Minor stomach discomfort.,Dizziness,11.7,Cheese Burger,Lunch,2026-06-01,88.0,CONDITIONAL_PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-14438,2026-08-29 08:08:03,2026-08-29,01:50:22,VEN-019,Neighborhood Eatery 19,Food Stand,Felt unwell after having Fish Tacos at Neighborhood Eatery 19. Minor stomach discomfort.,"Dizziness, Vomiting",9.4,Fish Tacos,Breakfast,2026-06-01,82.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-14439,2026-08-18 06:43:15,2026-08-16,07:37:37,VEN-015,Neighborhood Eatery 15,Grocery,Felt unwell after having Steak Bowl at Neighborhood Eatery 15. Minor stomach discomfort.,"Diarrhea, Stomachache",6.9,Veggie Pizza,Dinner,2026-06-01,84.0,CONDITIONAL_PASS,Minor Sanitation,Zone-4 Harbor,0,NONE,NOISE
CMP-14440,2026-07-02 12:15:47,2026-06-30,21:40:28,VEN-033,Neighborhood Eatery 33,Bakery,Felt unwell after having Pasta Alfredo at Neighborhood Eatery 33. Minor stomach discomfort.,Dizziness,5.1,Sushi Roll,Snack,2026-06-01,72.0,PASS,Minor Sanitation,Zone-4 Harbor,1,NONE,NOISE
CMP-14441,2026-07-04 16:11:31,2026-07-03,18:23:16,VEN-024,Neighborhood Eatery 24,Cafe,Felt unwell after having Fish Tacos at Neighborhood Eatery 24. Minor stomach discomfort.,"Stomachache, Headache, Vomiting",10.0,Cheese Burger,Lunch,2026-06-01,90.0,PASS,Storage Labels Missing,Zone-1 North,1,NONE,NOISE
CMP-14442,2026-07-17 07:21:57,2026-07-15,08:02:16,VEN-037,Neighborhood Eatery 37,Cafe,Felt unwell after having Steak Bowl at Neighborhood Eatery 37. Minor stomach discomfort.,"Diarrhea, Vomiting, Fever",8.3,Grilled Chicken Salad,Breakfast,2026-06-01,86.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-14443,2026-08-01 05:11:35,2026-07-30,09:06:34,VEN-007,Green Leaf Salad Bar,Restaurant,Felt unwell after having Cheese Burger at Green Leaf Salad Bar. Minor stomach discomfort.,Vomiting,5.7,Veggie Pizza,Snack,2026-06-01,92.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-14444,2026-07-08 03:57:59,2026-07-06,07:07:33,VEN-023,Neighborhood Eatery 23,Cafe,Felt unwell after having Cheese Burger at Neighborhood Eatery 23. Minor stomach discomfort.,"Nausea, Dizziness",15.1,Falafel Wrap,Dinner,2026-06-01,81.0,PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-14445,2026-07-29 01:30:54,2026-07-27,05:14:04,VEN-003,Central Mayo Deli & Cafe,Deli,Felt unwell after having Fried Rice at Central Mayo Deli & Cafe. Minor stomach discomfort.,Dizziness,19.9,Falafel Wrap,Snack,2026-06-01,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,NOISE
